"D0_Others"	"D8_Others"	"D0_TEL.AML1"	"D8_TEL.AML1"
"1053_at"	0.227004308405382	0.433313127902	0.243154246037884	0.0413778834175691
"117_at"	0	-0.356960724288546	0	0.761837049435077
"121_at"	0.450621126739661	0.11291277411029	-0.0251912694804108	0.386553746722518
"1294_at"	-0.720192392432272	-1.24049237473774	-1.0236683382281	-1.1866640073636
"1316_at"	-0.446861364159871	-0.195395936648278	-0.228275072132583	0.683884261083949
"160020_at"	1.18484124206742	0.380310546104588	0.761754413584636	-0.186048486573436
"1729_at"	-0.353879471957894	-0.388317981677336	-0.986644355103701	0.19608251120459
"177_at"	0	-0.132478111327562	0	0
"1861_at"	0.0522120653311067	-0.442863268761859	-0.251832624341342	-0.00763359083833315
"200001_at"	0.0805800694269916	-0.542368952137986	-0.249952602201834	0.214010403845171
"200002_at"	-0.18810560053867	-0.331341819798675	-0.285562883089217	-0.202864337348977
"200004_at"	0.126736256263074	0.0339358295011838	0.00929048068069172	-0.000717287636138764
"200005_at"	0.432965964351071	0.643824930284508	0.496650076624336	0.472570030564322
"200006_at"	-0.286544622917281	-0.165223205538478	-0.639620522206014	-0.0638043358770179
"200007_at"	-0.546278579936679	-0.639695345300991	-0.614508187442846	-0.595875001420907
"200009_at"	0.331530709196064	0.301356415729231	0.168887469170576	0.0574030427965759
"200010_at"	-0.209564731967383	-0.212496675361042	-0.210978786306848	-0.051295422343415
"200013_at"	0.568517338397813	0.498915011408275	0.545616045565316	0.487321974797476
"200017_at"	-0.459308709457648	-0.72619320389307	-0.549797999354103	-0.288234239131734
"200018_at"	-0.207782416176604	-0.45062670656128	-0.247023997358028	-0.0735792475224191
"200020_at"	0.240338104268845	0.389134578223826	0.434102876496629	-0.302637375396014
"200021_at"	-0.861313839439356	-1.19701508979939	-1.15772839891798	-0.710208886777169
"200022_at"	-0.594563052660728	-0.737436435096933	-0.566727946528381	-0.544413470371218
"200024_at"	-0.572995615143988	-0.538768555659882	-0.497648420954594	-0.391091548922612
"200026_at"	-0.6544082334216	-0.971042930030174	-0.723304757989562	-0.673599688106082
"200027_at"	-0.215701922946471	-0.00454246845357886	0.218801348272448	-0.457908169778907
"200029_at"	-0.380502406795145	-0.526984036014801	-0.33870399685104	-0.270426932167355
"200033_at"	0.17790777346581	-0.11546359824481	0.330913131717946	-0.0344837587091043
"200035_at"	-0.0526960243787702	-0.202214288961438	-0.219128463846824	-0.0991361857827044
"200040_at"	-0.164967907694921	0.0510141546979295	-0.136544699621544	-0.354458580553075
"200042_at"	0.0605581336647774	0.0823424944037523	-0.071059139987204	-0.263994471223112
"200043_at"	-0.290876886787595	0.141521611000899	-0.253201174676668	0.010239721404945
"200044_at"	0.280760565410363	0.410276417867852	0.219650765434993	0.393975564733074
"200045_at"	0.0412129677711039	0.0274952155998669	0.198683269581425	-0.274245222285934
"200046_at"	0.0381957029772941	0.21666304416258	-0.844336388135988	0.418513449178768
"200049_at"	1.02520197964519	0.930007566517689	1.12880461145228	1.02529317571558
"200050_at"	0.23962550855024	0.59831411132158	-0.030852341379175	-1.06881616967381
"200051_at"	-0.430975438175969	-0.425476651287328	-0.408107460048685	-0.223088862345683
"200053_at"	0.0323497291533599	0.048328659252201	0.0418635067732218	0.324258626116132
"200054_at"	-0.0965535870247418	0.244484512250128	-0.198354324172763	0.0767712723264022
"200055_at"	-0.775342163043836	-0.963603300843939	-0.915909893395948	-0.612303448895801
"200064_at"	0.636593367110509	0.928416882911874	0.618427247490253	0.394160800256701
"200066_at"	-0.226675002306397	-0.198106047001708	-0.136252299248058	-0.514910454953744
"200069_at"	-0.230127599765289	0.418174952672658	-0.0207347833572751	-0.629272852631011
"200070_at"	-0.116512543779834	-0.495222522952119	0.0636483702618289	0.210908489406615
"200071_at"	-0.330843117354339	-0.441393627417451	0.138727941945719	-0.718331461788916
"200083_at"	0.34604327878206	0.456818641501707	0.566709126830625	0.18477782401545
"200084_at"	0.102901235605785	0.357296209237719	-0.134625987143286	-0.256260143842272
"200090_at"	-0.717085791063225	-0.364582523957324	-0.969071108872434	-1.02468129877839
"200597_at"	-0.118620551304019	0.0909296977428777	0.150221058152997	-0.351281564566884
"200600_at"	0.914843378417583	0.896419325393071	0.951941148783849	1.75373386552405
"200601_at"	-1.35512987501055	-1.49499298125375	-1.39583582862838	-1.04507615094903
"200602_at"	-0.524940064093993	-0.184903879562865	-1.16365498690257	-0.32439045241164
"200603_at"	0.359812639018706	0.293508874019693	0.229003332593102	0.230465864504033
"200613_at"	-0.531027782399708	-0.671424294399001	-0.876181542859651	-0.193251829097527
"200614_at"	-0.00898094731285326	0.416810312827415	0.237090602274408	-0.20602354841486
"200617_at"	-0.769031132337082	-0.616223221502841	-0.54916670753158	0
"200618_at"	0.456975011317713	0.295496355380417	-0.087108073080012	0.701513349762592
"200619_at"	-0.275446012161783	-0.211978105015044	-0.281132506255505	-0.331044659187873
"200620_at"	0.0860743860147544	-0.149257994848883	-0.0317110574703783	0.0473350292382904
"200621_at"	0.0566392471661405	-0.54246328066874	-1.12350991373009	-0.116221313109563
"200627_at"	0.0598371298855973	0.23472950237136	-0.224522546764497	-0.476827400543415
"200629_at"	-0.818415575797927	-0.554398193706099	-0.926616634204676	0.531177426878275
"200633_at"	-0.52666206637787	-0.695071380928789	-0.550307548956541	-0.392176611703555
"200634_at"	-0.810860588329932	-1.06908324388932	-1.47673179047357	-0.475638102302522
"200640_at"	0.859838320579826	0.593067535512995	0.927222065336885	0.664820669556292
"200642_at"	-0.498985574769916	-0.399073320405829	-1.03456215950716	-0.395243490505514
"200643_at"	-0.1630099923679	-0.410213066285474	-0.669057611664101	0.107584360856057
"200644_at"	0.0817049991018699	0.487256587414235	-0.813946471643344	-0.697657525678673
"200645_at"	0.172540382416196	-0.108835763899588	0.14123886905017	0.436095553618623
"200649_at"	-0.781105546138812	-1.44666431701928	-1.18215342068844	-0.920375707630091
"200651_at"	-0.0258901017628208	-0.125393397731637	-0.114243117487897	-0.114178105176677
"200652_at"	0.035132603228611	0.226245951935786	0.0427770563360976	0.579675213395621
"200654_at"	0.659838498466067	0.546367435944598	0.662138305891224	0.634272247568337
"200657_at"	0.25795294078158	0.148725967839431	0.295925436966129	0.153855839278094
"200660_at"	-0.611086621720565	-2.44252297283462	0	-0.709512645619515
"200661_at"	0.385085693327063	0.225191167717288	-0.226192744924804	1.34361626675621
"200663_at"	-0.0620662327993706	-0.150522639716277	-0.448955346972035	0.297683569644395
"200667_at"	-0.0323257760991229	-0.0981619390275252	0.245126565467443	-0.0104869722462038
"200670_at"	0.303453988156599	0.0584092682156623	-0.103277855340114	-1.14504266850196
"200673_at"	0.323011387711297	0.166621070337261	0.378114465823639	0.349329514167197
"200675_at"	0.0774369595928466	0.322718070121695	0.333728923993322	0.142390878092666
"200677_at"	-0.186366848461921	-0.281730619796118	-0.356694110717529	0.180459098096376
"200681_at"	-0.306987442709314	-0.032882011310738	-0.271435513970124	-0.677930137514913
"200685_at"	-0.00693190238668606	-0.00178188170246685	0.346860457348395	-0.32623760018479
"200688_at"	-0.0943392031792119	-0.0115892636806203	-0.253981411688939	-0.357166460855697
"200690_at"	-0.283324148388052	-0.20106502269422	0.0665276609268197	-0.283173985984957
"200693_at"	0.392664302313737	0.554948821753591	0.490992002543159	0.232561664634982
"200695_at"	-0.179019369276908	-0.279061643957675	-0.0358501919493666	-0.137845689955739
"200697_at"	0.358986891909632	0.343905207536885	0.331749515134995	0.746661335801148
"200698_at"	0.914681234119099	1.05453315228225	0.0815937708459984	0.616848768477288
"200699_at"	0.634782814204629	0.660872120574009	-0.0887125466137331	0.504611920414355
"200701_at"	0.198778233623077	0.0688057708780043	-0.0701088742522487	0.444486498829752
"200703_at"	-0.651612527613898	-0.236353989337498	-2.37409002789104	-0.785109276877153
"200704_at"	-0.401559444526518	-0.677071646730463	-0.721299706495373	0.0677886480865268
